uniq1000_TSAR_Rhizaria_Cercozoa	97.011
uniq1001_TSAR_Rhizaria_Cercozoa	94.458
uniq1002_TSAR_Stramenopiles_Gyrista	99.600
uniq1003_TSAR_Rhizaria_Cercozoa	99.034
uniq1004_TSAR_Rhizaria_Cercozoa	98.702
uniq1005_Obazoa_Opisthokonta_Fungi	100.000
uniq1006_Obazoa_Opisthokonta_Fungi	99.675
uniq1007_Obazoa_Opisthokonta_Fungi	100.000
uniq1008_TSAR_Rhizaria_Cercozoa	99.762
uniq1009_TSAR_Rhizaria_Cercozoa	99.012
uniq100_Obazoa_Opisthokonta_Fungi	99.163
uniq1010_TSAR_Stramenopiles_Gyrista	99.345
uniq1011_TSAR_Stramenopiles_Bigyra	96.594
uniq1012_Excavata_Discoba_DiscobaX	97.521
uniq1013_TSAR_Rhizaria_Cercozoa	97.171
uniq1014_TSAR_Alveolata_Ciliophora	99.175
uniq1015_Obazoa_Opisthokonta_Fungi	99.676
uniq1016_TSAR_Alveolata_Ciliophora	99.670
uniq1017_TSAR_Stramenopiles_Gyrista	99.123
uniq1018_Obazoa_Opisthokonta_Fungi	99.249
uniq1019_TSAR_Rhizaria_Cercozoa	99.753
uniq101_TSAR_Alveolata_Apicomplexa	93.714
uniq1020_Archaeplastida_Chlorophyta_ChlorophytaX	100.000
uniq1021_TSAR_Stramenopiles_Gyrista	100.000
uniq1022_TSAR_Rhizaria_Cercozoa	99.034
uniq1023_Obazoa_Opisthokonta_Fungi	99.832
uniq1024_Obazoa_Opisthokonta_Fungi	100.000
uniq1025_Archaeplastida_Chlorophyta_ChlorophytaX	100.000
uniq1026_TSAR_Alveolata_Ciliophora	99.505
uniq1027_Archaeplastida_Chlorophyta_ChlorophytaX	98.941
uniq1028_TSAR_Stramenopiles_Gyrista	100.000
uniq1029_TSAR_Stramenopiles_Gyrista	99.185
uniq102_TSAR_Alveolata_Ciliophora	99.253
uniq1030_Obazoa_Opisthokonta_Fungi	99.616
uniq1031_TSAR_Stramenopiles_Gyrista	98.908
uniq1032_Archaeplastida_Chlorophyta_ChlorophytaX	99.343
uniq1033_TSAR_Rhizaria_Cercozoa	99.424
uniq1034_TSAR_Stramenopiles_Bigyra	90.522
uniq1035_TSAR_Rhizaria_Cercozoa	99.034
uniq1036_TSAR_Alveolata_Ciliophora	99.018
uniq1037_Obazoa_Opisthokonta_Fungi	99.433
uniq1038_TSAR_Alveolata_Apicomplexa	93.052
uniq1039_TSAR_Alveolata_Ciliophora	99.170
uniq103_Obazoa_Opisthokonta_Fungi	93.636
uniq1040_Obazoa_Opisthokonta_Fungi	98.944
uniq1041_TSAR_Rhizaria_Cercozoa	95.483
uniq1042_Obazoa_Opisthokonta_Fungi	98.544
uniq1043_TSAR_Stramenopiles_Gyrista	98.331
uniq1044_TSAR_Rhizaria_Cercozoa	98.054
uniq1045_TSAR_Rhizaria_Cercozoa	99.919
uniq1046_TSAR_Rhizaria_Cercozoa	99.513
uniq1047_Obazoa_Opisthokonta_Fungi	99.539
uniq1048_TSAR_Stramenopiles_Bigyra	96.594
uniq1049_TSAR_Rhizaria_Cercozoa	97.066
uniq104_TSAR_Stramenopiles_Bigyra	97.967
uniq1050_TSAR_Rhizaria_Cercozoa	99.919
uniq1051_TSAR_Rhizaria_Cercozoa	88.756
uniq1052_TSAR_Alveolata_Apicomplexa	92.721
uniq1053_Obazoa_Opisthokonta_Fungi	99.508
uniq1054_Obazoa_Opisthokonta_Fungi	93.461
uniq1055_TSAR_Stramenopiles_Gyrista	99.836
uniq1056_Obazoa_Opisthokonta_Fungi	99.352
uniq1057_Obazoa_Opisthokonta_Ichthyosporea	90.718
uniq1058_TSAR_Rhizaria_Cercozoa	94.570
uniq1059_TSAR_Stramenopiles_Gyrista	100.000
uniq105_TSAR_Rhizaria_Cercozoa	99.424
uniq1060_TSAR_Rhizaria_Cercozoa	99.838
uniq1061_Obazoa_Opisthokonta_Fungi	95.880
uniq1062_Archaeplastida_Chlorophyta_ChlorophytaX	100.000
uniq1063_TSAR_Alveolata_Apicomplexa	92.804
uniq1064_Obazoa_Opisthokonta_Fungi	94.835
uniq1065_TSAR_Alveolata_Ciliophora	98.399
uniq1066_TSAR_Rhizaria_Cercozoa	99.513
uniq1067_Archaeplastida_Chlorophyta_ChlorophytaX	99.918
uniq1068_TSAR_Rhizaria_Cercozoa	96.748
uniq1069_TSAR_Rhizaria_Cercozoa	99.355
uniq106_TSAR_Alveolata_Apicomplexa	99.585
uniq1070_Obazoa_Opisthokonta_Fungi	98.704
uniq1071_Obazoa_Opisthokonta_Ichthyosporea	90.799
uniq1072_TSAR_Rhizaria_Cercozoa	98.790
uniq1073_TSAR_Rhizaria_Cercozoa	99.424
